<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,20200113,190000,260.9000000,262.4000000,260.1400000,262.4000000,6334850
SBER,60,20200114,110000,262.5800000,263.2200000,261.1500000,261.9200000,5243690
SBER,60,20200114,120000,261.9300000,261.9500000,259.9300000,260.3100000,4815620
SBER,60,20200114,130000,260.3400000,261.2000000,260.2000000,260.8800000,2312030
SBER,60,20200114,140000,260.9000000,261.6300000,260.5000000,260.8800000,2721230
SBER,60,20200114,150000,260.9000000,260.9200000,259.0400000,259.5500000,4184610
SBER,60,20200114,160000,259.5500000,259.6000000,258.6200000,259.3500000,2451340
SBER,60,20200114,170000,259.3000000,259.9900000,258.8100000,259.5900000,2332120
SBER,60,20200114,180000,259.5800000,260.0400000,259.0700000,259.2800000,2564870
SBER,60,20200114,190000,259.2500000,260.0000000,259.0500000,259.0500000,4471620
SBER,60,20200115,110000,258.4500000,258.9100000,257.3400000,257.7800000,3818770
SBER,60,20200115,120000,257.8000000,258.0000000,256.3100000,257.6600000,4975980
SBER,60,20200115,130000,257.6500000,258.3900000,257.5000000,258.0400000,3913290
SBER,60,20200115,140000,258.0400000,258.4800000,257.1800000,257.5800000,2042880
SBER,60,20200115,150000,257.6000000,258.3300000,256.9300000,257.4000000,2184650
SBER,60,20200115,160000,257.4000000,257.7000000,256.7300000,256.8300000,2692910
SBER,60,20200115,170000,256.8800000,257.0900000,254.2100000,254.9000000,13870290
SBER,60,20200115,180000,254.9000000,257.4600000,254.5500000,256.7900000,9461090
SBER,60,20200115,190000,256.7700000,256.9000000,255.7800000,256.3100000,6368640
SBER,60,20200116,110000,257.1100000,259.5100000,257.1100000,258.9300000,8501910
SBER,60,20200116,120000,258.9300000,259.2400000,257.7500000,257.8000000,5921730
SBER,60,20200116,130000,257.7600000,258.2300000,256.5500000,257.1400000,6125160
SBER,60,20200116,140000,257.1400000,257.8900000,256.5000000,257.2200000,4314860
SBER,60,20200116,150000,257.2000000,257.2700000,256.7700000,257.0200000,2710210
SBER,60,20200116,160000,257.0400000,257.5000000,257.0000000,257.1800000,2066180
SBER,60,20200116,170000,257.1800000,257.2000000,256.1200000,256.2000000,2900300
SBER,60,20200116,180000,256.2400000,257.3100000,256.1000000,257.0800000,3414770
SBER,60,20200116,190000,257.0800000,257.5100000,256.7300000,257.5100000,4270300
SBER,60,20200117,110000,258.2000000,259.9900000,257.7500000,259.9000000,7252230
SBER,60,20200117,120000,259.8500000,261.2500000,259.4500000,260.9000000,7573050
SBER,60,20200117,130000,260.9000000,261.4300000,260.5000000,260.7200000,4012050
SBER,60,20200117,140000,260.7200000,261.8800000,260.5700000,261.0000000,4392840
SBER,60,20200117,150000,260.9900000,262.3600000,260.8800000,262.3500000,4558910
SBER,60,20200117,160000,262.3500000,262.8200000,261.7100000,262.3200000,3503850
SBER,60,20200117,170000,262.3200000,262.8000000,261.8100000,262.1000000,3569190
SBER,60,20200117,180000,262.0700000,262.7700000,261.8900000,262.7000000,4484210
SBER,60,20200117,190000,262.7000000,262.7700000,262.0100000,262.5000000,5545010
SBER,60,20200120,110000,263.2200000,263.8100000,261.8000000,262.6500000,5488970
SBER,60,20200120,120000,262.7000000,265.0000000,262.5000000,264.8700000,6835030
SBER,60,20200120,130000,264.8800000,264.9700000,264.0000000,264.6200000,2102460
SBER,60,20200120,140000,264.6200000,265.9000000,264.5500000,265.6300000,4262330
SBER,60,20200120,150000,265.6300000,266.2200000,265.2100000,265.2700000,2558290
SBER,60,20200120,160000,265.2900000,265.9000000,265.1300000,265.8700000,1287000
SBER,60,20200120,170000,265.9000000,266.1000000,265.3800000,265.5900000,1358070
SBER,60,20200120,180000,265.5900000,266.7700000,265.4600000,266.7700000,2080740
SBER,60,20200120,190000,266.7400000,266.9700000,266.0900000,266.2800000,3776320
SBER,60,20200121,110000,265.4700000,265.5000000,263.0200000,264.0300000,8222670
SBER,60,20200121,120000,264.0600000,264.7800000,263.7000000,264.7000000,3807560
SBER,60,20200121,130000,264.7000000,265.1100000,264.1700000,264.5800000,2313070
SBER,60,20200121,140000,264.5700000,264.9800000,264.0000000,264.3500000,1956290
SBER,60,20200121,150000,264.3200000,264.6700000,263.8000000,264.4600000,1843320
SBER,60,20200121,160000,264.4600000,265.3200000,264.4400000,264.8000000,2141540
SBER,60,20200121,170000,264.8300000,266.1000000,264.5000000,265.5000000,3017730
SBER,60,20200121,180000,265.5100000,268.2700000,265.4600000,267.9800000,7405670
SBER,60,20200121,190000,267.9800000,268.9000000,267.2500000,268.0600000,7219970
SBER,60,20200122,110000,268.6300000,270.8000000,268.3900000,269.9300000,9192840
SBER,60,20200122,120000,269.9300000,270.6900000,268.0500000,268.2700000,6427020
SBER,60,20200122,130000,268.1900000,268.5900000,266.8400000,268.0200000,5958530
SBER,60,20200122,140000,268.0500000,268.8200000,267.4100000,267.6800000,2677420
SBER,60,20200122,150000,267.6800000,267.6900000,265.5000000,265.5100000,4499580
SBER,60,20200122,160000,265.5500000,266.7000000,265.5000000,266.2300000,3092720
SBER,60,20200122,170000,266.2500000,266.9200000,265.5900000,266.7500000,2616840
SBER,60,20200122,180000,266.7400000,268.3300000,266.5200000,267.3500000,4803640
SBER,60,20200122,190000,267.3500000,267.4500000,266.5400000,266.5400000,4902330
SBER,60,20200123,110000,264.9000000,266.0500000,263.8000000,265.3000000,6946180
SBER,60,20200123,120000,265.3000000,266.8900000,265.2000000,266.0000000,5143110
SBER,60,20200123,130000,265.9700000,266.1000000,264.6600000,264.9600000,2793010
SBER,60,20200123,140000,264.9200000,265.2500000,264.2500000,264.9000000,2826710
SBER,60,20200123,150000,264.9000000,266.6900000,264.8200000,266.1900000,2870040
SBER,60,20200123,160000,266.1900000,266.8000000,266.1300000,266.5600000,2836930
SBER,60,20200123,170000,266.5400000,266.8800000,265.7000000,266.3200000,2330350
SBER,60,20200123,180000,266.3200000,266.3400000,263.1000000,263.5000000,6905600
SBER,60,20200123,190000,263.5400000,263.9800000,262.2400000,263.7300000,7832340
SBER,60,20200124,110000,264.5300000,265.8700000,264.5300000,265.5500000,3688780
SBER,60,20200124,120000,265.5500000,267.5000000,265.0800000,266.4500000,5897250
SBER,60,20200124,130000,266.4700000,266.6900000,264.5100000,264.7300000,3622920
SBER,60,20200124,140000,264.7200000,265.4900000,264.2100000,264.4200000,2387800
SBER,60,20200124,150000,264.3600000,266.3000000,264.2500000,266.0000000,3037920
SBER,60,20200124,160000,266.1400000,266.5000000,265.7300000,265.9000000,1604700
SBER,60,20200124,170000,266.0200000,266.3900000,265.4300000,266.2000000,1272850
SBER,60,20200124,180000,266.2000000,266.3100000,264.7500000,266.3100000,2736190
SBER,60,20200124,190000,266.3100000,266.8600000,265.1500000,265.4900000,2997840
SBER,60,20200127,110000,260.9900000,261.2200000,259.7800000,260.1500000,10237960
SBER,60,20200127,120000,260.1500000,262.1000000,259.9200000,260.3400000,5065340
SBER,60,20200127,130000,260.3500000,260.4200000,257.7000000,258.0600000,9669020
SBER,60,20200127,140000,258.0600000,258.3500000,256.7200000,257.2500000,6745430
SBER,60,20200127,150000,257.2500000,258.2000000,255.7000000,257.2800000,6253730
SBER,60,20200127,160000,257.3400000,257.9600000,256.5200000,256.8500000,2552320
SBER,60,20200127,170000,256.8500000,256.9000000,255.7900000,256.1200000,3474000
SBER,60,20200127,180000,256.1100000,257.1600000,256.0000000,256.4200000,4637320
SBER,60,20200127,190000,256.4900000,257.3100000,255.3200000,255.3200000,7376540
SBER,60,20200128,110000,257.0500000,258.8400000,256.7100000,257.1400000,7816460
SBER,60,20200128,120000,257.1400000,257.3700000,255.5900000,255.7600000,5979950
SBER,60,20200128,130000,255.7600000,256.8600000,254.1000000,256.3800000,8179240
SBER,60,20200128,140000,256.3700000,257.6000000,255.5100000,256.7200000,4566150
SBER,60,20200128,150000,256.7000000,257.5100000,256.0100000,257.4500000,2870820
SBER,60,20200128,160000,257.4500000,258.4400000,257.0200000,257.9000000,5024700
SBER,60,20200128,170000,257.9000000,258.4600000,257.0300000,257.7000000,3922750
SBER,60,20200128,180000,257.6700000,257.7900000,256.3300000,256.8300000,4306190
SBER,60,20200128,190000,256.8300000,258.0000000,256.4500000,257.7000000,5255100
SBER,60,20200129,110000,258.4000000,259.2900000,258.0200000,258.1200000,6050340
SBER,60,20200129,120000,258.1200000,260.3500000,257.6100000,259.6500000,8022180
SBER,60,20200129,130000,259.6500000,259.8700000,259.0000000,259.3900000,2928680
SBER,60,20200129,140000,259.3200000,259.9500000,259.1000000,259.7500000,1493160
SBER,60,20200129,150000,259.7500000,260.9400000,259.6500000,260.7400000,3462050
SBER,60,20200129,160000,260.7200000,260.8500000,259.4100000,259.7700000,2428880
SBER,60,20200129,170000,259.8000000,260.8500000,259.4500000,260.3100000,2347590
SBER,60,20200129,180000,260.3100000,261.5700000,260.2500000,260.4800000,3750330
SBER,60,20200129,190000,260.4800000,260.4900000,258.7700000,259.9400000,4437830
SBER,60,20200130,110000,257.9700000,258.0000000,256.8000000,257.0300000,6299220
SBER,60,20200130,120000,257.1000000,258.4500000,256.4700000,258.3900000,4745400
SBER,60,20200130,130000,258.3500000,258.6900000,257.6600000,258.0000000,1830850
SBER,60,20200130,140000,257.9600000,258.1700000,257.1500000,257.9500000,1776960
SBER,60,20200130,150000,257.9200000,257.9600000,256.3700000,256.4600000,2630600
SBER,60,20200130,160000,256.4600000,256.8000000,255.3300000,255.5800000,3830270
SBER,60,20200130,170000,255.5500000,257.1300000,255.2700000,256.7200000,3424000
SBER,60,20200130,180000,256.7000000,257.5700000,255.8200000,256.7900000,3723400
SBER,60,20200130,190000,256.7500000,257.6300000,256.5300000,257.3100000,3291640
SBER,60,20200131,110000,258.5000000,259.2000000,257.5100000,257.8000000,4689140
SBER,60,20200131,120000,257.8300000,258.9800000,257.4000000,257.4000000,4397840
SBER,60,20200131,130000,257.4500000,257.6000000,256.7500000,256.9600000,2274830
SBER,60,20200131,140000,256.9700000,257.5000000,256.3300000,256.5200000,3263490
SBER,60,20200131,150000,256.5100000,257.0300000,255.1200000,255.5700000,4190220
SBER,60,20200131,160000,255.6200000,256.6200000,255.5000000,255.6000000,3804210
SBER,60,20200131,170000,255.6500000,256.2000000,254.5400000,255.3400000,5305900
SBER,60,20200131,180000,255.3400000,256.2000000,254.2500000,254.5800000,7794430
SBER,60,20200131,190000,254.5500000,254.8800000,252.1700000,252.2000000,12080130
SBER,60,20200203,110000,251.8000000,253.9400000,251.1000000,252.5000000,8994650
SBER,60,20200203,120000,252.5000000,253.2000000,252.0500000,252.7700000,4748500
SBER,60,20200203,130000,252.7800000,253.4500000,252.0500000,252.8100000,4446520
SBER,60,20200203,140000,252.7700000,253.9400000,252.5800000,252.8900000,5347510
SBER,60,20200203,150000,252.8800000,253.9500000,252.8600000,253.5000000,3054520
SBER,60,20200203,160000,253.5100000,254.3000000,252.5100000,253.7700000,5728460
SBER,60,20200203,170000,253.7700000,254.5000000,253.0900000,253.6900000,6305900
SBER,60,20200203,180000,253.7100000,254.9000000,253.3200000,254.6600000,5344020
SBER,60,20200203,190000,254.6700000,254.9600000,253.9900000,253.9900000,8651030
SBER,60,20200204,110000,255.3300000,257.3800000,254.4200000,254.5800000,5962110
SBER,60,20200204,120000,254.5800000,254.9300000,252.9000000,254.0600000,8850330
SBER,60,20200204,130000,254.0900000,254.6000000,253.6100000,254.2800000,3899490
SBER,60,20200204,140000,254.2800000,254.9200000,254.0600000,254.8100000,3908030
SBER,60,20200204,150000,254.7700000,255.4000000,254.3200000,254.8800000,4579290
SBER,60,20200204,160000,254.8700000,255.7500000,254.1000000,255.7300000,6645220
SBER,60,20200204,170000,255.7300000,256.2900000,255.2300000,256.0700000,5335260
SBER,60,20200204,180000,256.0700000,256.2000000,255.0700000,255.5400000,4636970
SBER,60,20200204,190000,255.5400000,255.7000000,254.8100000,255.4000000,5914590
SBER,60,20200205,110000,255.8900000,256.0800000,253.7500000,254.4200000,4892980
SBER,60,20200205,120000,254.3500000,256.4500000,253.1400000,256.2100000,11846240
SBER,60,20200205,130000,256.2300000,257.6600000,255.9200000,256.6800000,8551010
SBER,60,20200205,140000,256.6400000,257.0400000,256.5200000,256.8700000,2821720
SBER,60,20200205,150000,256.8800000,257.5900000,256.1100000,256.3300000,5406980
SBER,60,20200205,160000,256.3000000,256.9000000,256.2200000,256.6100000,1940870
SBER,60,20200205,170000,256.6000000,257.3000000,256.1000000,256.8000000,4140450
SBER,60,20200205,180000,256.8000000,257.2700000,256.0600000,257.1300000,3864330
SBER,60,20200205,190000,257.1300000,257.2800000,255.1200000,255.2000000,7255180
SBER,60,20200206,110000,256.6600000,257.3900000,256.0000000,256.6000000,5350950
SBER,60,20200206,120000,256.5900000,258.0000000,255.6600000,255.8500000,7076720
SBER,60,20200206,130000,255.8300000,255.9600000,254.4000000,255.1200000,5824850
SBER,60,20200206,140000,255.0400000,255.0600000,254.0300000,254.1500000,2424780
SBER,60,20200206,150000,254.1100000,254.8800000,253.8000000,254.3000000,3584850
SBER,60,20200206,160000,254.3000000,254.7500000,253.3800000,254.2600000,3142520
SBER,60,20200206,170000,254.2600000,254.2600000,252.5500000,252.6200000,3952090
SBER,60,20200206,180000,252.6200000,253.1900000,251.9000000,252.5800000,5763480
SBER,60,20200206,190000,252.5800000,252.6400000,251.8600000,252.1100000,6198780
SBER,60,20200207,110000,253.1300000,253.4500000,251.1500000,252.4200000,6561950
SBER,60,20200207,120000,252.4800000,253.1500000,250.6000000,250.6100000,5331330
SBER,60,20200207,130000,250.6200000,251.1800000,249.1100000,250.3700000,6929960
SBER,60,20200207,140000,250.3500000,250.6700000,248.7300000,249.3300000,4456240
SBER,60,20200207,150000,249.3500000,250.9900000,249.3100000,250.6900000,3373080
SBER,60,20200207,160000,250.6900000,252.0900000,250.6100000,251.5400000,4191220
SBER,60,20200207,170000,251.5600000,252.5000000,251.2200000,252.0300000,3732410
SBER,60,20200207,180000,252.1400000,253.7300000,252.0200000,252.4500000,7235410
SBER,60,20200207,190000,252.4500000,254.3000000,252.3100000,254.3000000,8248240
SBER,60,20200210,110000,254.5500000,255.7300000,253.6000000,255.2600000,6013990
SBER,60,20200210,120000,255.2300000,255.3500000,253.1300000,253.6800000,4426620
SBER,60,20200210,130000,253.6800000,254.2800000,252.5500000,252.8800000,4070490
SBER,60,20200210,140000,252.9200000,253.8900000,252.7000000,253.2300000,2641350
SBER,60,20200210,150000,253.2000000,254.1300000,253.0000000,253.4200000,3134730
SBER,60,20200210,160000,253.4600000,254.4600000,253.0200000,253.9100000,2507000
SBER,60,20200210,170000,253.9100000,254.1800000,252.3200000,252.4800000,3387510
SBER,60,20200210,180000,252.5000000,253.2800000,252.0700000,252.4500000,4077330
SBER,60,20200210,190000,252.4500000,252.9900000,252.2200000,252.2600000,4676820
SBER,60,20200211,110000,253.7800000,254.9500000,253.0000000,254.4400000,6377340
SBER,60,20200211,120000,254.4400000,255.1200000,253.6600000,254.9300000,5859780
SBER,60,20200211,130000,254.9500000,255.4500000,254.7700000,255.3500000,3946370
SBER,60,20200211,140000,255.3700000,255.3900000,254.6100000,254.7700000,1869560
SBER,60,20200211,150000,254.7900000,255.0200000,254.5100000,254.8200000,1920820
SBER,60,20200211,160000,254.8000000,259.7700000,254.7500000,258.0800000,21385910
SBER,60,20200211,170000,258.0800000,259.3300000,256.8000000,257.1600000,15654670
SBER,60,20200211,180000,257.1000000,258.4900000,257.0000000,257.2600000,8218450
SBER,60,20200211,190000,257.2400000,257.6800000,254.0000000,254.5000000,14159460
SBER,60,20200212,110000,255.4000000,255.4900000,254.2000000,254.7700000,10269440
SBER,60,20200212,120000,254.7800000,254.8400000,252.3100000,254.3200000,8744630
SBER,60,20200212,130000,254.3200000,254.3900000,253.1400000,254.2400000,3206740
SBER,60,20200212,140000,254.2800000,255.4900000,253.8100000,254.8100000,4272020
SBER,60,20200212,150000,254.8500000,255.0600000,253.9400000,254.7100000,2592390
SBER,60,20200212,160000,254.6700000,254.7500000,253.6600000,254.1500000,2658090
SBER,60,20200212,170000,254.1500000,254.2400000,253.1000000,253.4000000,4800820
SBER,60,20200212,180000,253.3900000,253.9800000,253.1200000,253.9800000,5028470
SBER,60,20200212,190000,253.9800000,254.5000000,253.9000000,254.5000000,10874750
SBER,60,20200213,110000,253.6200000,254.2700000,252.5000000,253.1800000,4378030
SBER,60,20200213,120000,253.1500000,255.1800000,253.0900000,254.6000000,5058660
SBER,60,20200213,130000,254.5800000,254.8000000,253.6100000,253.6100000,3012290
SBER,60,20200213,140000,253.6600000,253.7000000,252.5500000,253.2400000,5419080
SBER,60,20200213,150000,253.2400000,253.8500000,252.6500000,253.3800000,3395150
SBER,60,20200213,160000,253.4300000,253.7600000,253.2600000,253.3000000,2177140
SBER,60,20200213,170000,253.3600000,253.6300000,252.6100000,253.3600000,3928250
SBER,60,20200213,180000,253.3500000,254.4400000,252.9400000,253.7300000,4059280
SBER,60,20200213,190000,253.7700000,253.9300000,253.2700000,253.8900000,5226540
SBER,60,20200214,110000,254.3800000,254.3800000,252.8200000,253.2300000,2436220
SBER,60,20200214,120000,253.2300000,253.6200000,251.4500000,251.8800000,6905920
SBER,60,20200214,130000,251.9000000,252.2400000,251.4000000,251.8400000,3416610
SBER,60,20200214,140000,251.8500000,253.4900000,251.8400000,253.1500000,3517990
SBER,60,20200214,150000,253.1900000,253.5800000,252.9000000,253.1800000,1866550
SBER,60,20200214,160000,253.1800000,253.7000000,252.6700000,253.5600000,1591970
SBER,60,20200214,170000,253.5900000,253.7000000,252.1300000,252.1700000,2726660
SBER,60,20200214,180000,252.1700000,252.8600000,251.5800000,251.7000000,3442460
SBER,60,20200214,190000,251.7300000,252.0800000,251.6500000,251.7500000,4077760
SBER,60,20200217,110000,252.5000000,253.1000000,251.8100000,252.1900000,3156480
SBER,60,20200217,120000,252.1900000,252.4900000,250.4000000,250.5700000,6096550
SBER,60,20200217,130000,250.5700000,251.4400000,250.4200000,251.1400000,3315440
SBER,60,20200217,140000,251.1300000,251.3400000,250.1300000,250.6400000,2240200
SBER,60,20200217,150000,250.6400000,250.8900000,250.4000000,250.6300000,1320960
SBER,60,20200217,160000,250.6200000,251.1000000,250.1400000,251.0700000,2460870
SBER,60,20200217,170000,251.0700000,251.2000000,250.7200000,251.0400000,1810190
SBER,60,20200217,180000,251.0100000,251.7500000,250.8000000,251.0600000,2663200
SBER,60,20200217,190000,251.0600000,251.5700000,250.7800000,251.3600000,3306690
SBER,60,20200218,110000,250.0800000,250.4400000,247.8700000,248.8300000,6131140
SBER,60,20200218,120000,248.8000000,249.5000000,248.5700000,249.2900000,3149680
SBER,60,20200218,130000,249.2400000,249.3300000,248.2200000,248.5000000,4151550
SBER,60,20200218,140000,248.5000000,249.4500000,248.3300000,249.1600000,2255330
SBER,60,20200218,150000,249.1600000,249.8500000,249.0800000,249.5100000,2421590
SBER,60,20200218,160000,249.4600000,249.5700000,248.7000000,248.7700000,2349120
SBER,60,20200218,170000,248.7900000,249.0300000,248.3300000,248.6800000,3205200
SBER,60,20200218,180000,248.6800000,250.0000000,248.6500000,249.8600000,4059780
SBER,60,20200218,190000,249.8600000,249.8900000,247.5700000,249.2000000,8536040
SBER,60,20200219,110000,250.3700000,250.4900000,249.0700000,249.5000000,3847980
SBER,60,20200219,120000,249.5000000,249.8200000,247.9500000,249.1000000,5164020
SBER,60,20200219,130000,249.0600000,249.8000000,248.7300000,249.5500000,2878010
SBER,60,20200219,140000,249.5500000,249.9200000,249.3300000,249.6500000,1711810
SBER,60,20200219,150000,249.6700000,249.7500000,248.8400000,249.1400000,1403040
SBER,60,20200219,160000,249.1800000,249.7500000,249.0000000,249.1800000,1727610
SBER,60,20200219,170000,249.1800000,250.3900000,248.8700000,250.3000000,2395500
SBER,60,20200219,180000,250.2600000,250.6800000,249.8800000,250.1000000,3506890
SBER,60,20200219,190000,250.0600000,250.3800000,249.5500000,249.7000000,3106010
SBER,60,20200220,110000,250.0700000,251.6500000,249.7100000,251.6500000,4228620
SBER,60,20200220,120000,251.6500000,252.1700000,250.7200000,251.2000000,6924230
SBER,60,20200220,130000,251.2400000,251.3800000,250.7000000,251.1100000,1295790
SBER,60,20200220,140000,251.1000000,251.1000000,250.7200000,250.9100000,1412320
SBER,60,20200220,150000,250.9300000,251.5000000,250.7500000,251.2100000,1463770
SBER,60,20200220,160000,251.1700000,251.7600000,251.0100000,251.7500000,1653530
SBER,60,20200220,170000,251.7500000,251.7500000,250.3800000,251.0500000,2934640
SBER,60,20200220,180000,251.0000000,251.3100000,249.1300000,250.4000000,6718390
SBER,60,20200220,190000,250.4000000,250.5900000,249.8000000,250.1500000,4076590
SBER,60,20200221,110000,248.4200000,248.5400000,247.2400000,248.1100000,6089520
SBER,60,20200221,120000,248.1300000,249.0300000,247.5300000,248.9700000,3684020
SBER,60,20200221,130000,248.9700000,249.1000000,248.3000000,248.6500000,1230370
SBER,60,20200221,140000,248.6100000,249.4900000,248.5500000,249.0800000,1751830
SBER,60,20200221,150000,249.0800000,250.0900000,248.8600000,249.8900000,1888590
SBER,60,20200221,160000,249.8900000,250.8800000,249.6400000,250.5300000,1959260
SBER,60,20200221,170000,250.5300000,250.8900000,250.1600000,250.5500000,1707060
SBER,60,20200221,180000,250.4800000,251.2000000,249.7300000,250.3000000,3895330
SBER,60,20200221,190000,250.3600000,251.4900000,250.1200000,250.8000000,5476860
SBER,60,20200225,110000,247.9800000,248.6300000,247.0300000,247.4900000,7892700
SBER,60,20200225,120000,247.5000000,248.8300000,246.5700000,247.8700000,6500680
SBER,60,20200225,130000,247.8500000,248.1600000,247.3000000,247.3200000,3439210
SBER,60,20200225,140000,247.3200000,247.4800000,246.6800000,246.8700000,3183070
SBER,60,20200225,150000,246.8800000,247.4600000,245.5900000,246.3200000,5800070
SBER,60,20200225,160000,246.3200000,247.4500000,246.0200000,247.0600000,1886140
SBER,60,20200225,170000,247.0600000,247.5000000,246.5200000,246.6000000,1866020
SBER,60,20200225,180000,246.5700000,247.1500000,246.2200000,246.8000000,3016650
SBER,60,20200225,190000,246.8000000,247.0800000,245.1700000,245.1900000,6920530
SBER,60,20200226,110000,244.7500000,245.5000000,243.5500000,245.3100000,11068240
SBER,60,20200226,120000,245.3100000,246.9300000,244.7000000,245.3100000,10109330
SBER,60,20200226,130000,245.3200000,245.3500000,243.2200000,243.7000000,9110080
SBER,60,20200226,140000,243.7400000,246.3900000,243.6100000,246.2500000,5148950
SBER,60,20200226,150000,246.2500000,247.0900000,245.5100000,246.5900000,4876320
SBER,60,20200226,160000,246.5900000,248.0000000,246.3500000,247.6500000,3830100
SBER,60,20200226,170000,247.6600000,249.9400000,247.6400000,249.3300000,5956040
SBER,60,20200226,180000,249.3100000,250.5200000,248.2900000,249.9100000,7404920
SBER,60,20200226,190000,249.8500000,251.2100000,249.5000000,250.8000000,10025110
SBER,60,20200227,110000,247.5000000,248.9400000,246.1900000,247.7900000,8451060
SBER,60,20200227,120000,247.7400000,248.9800000,246.5000000,247.4100000,4794510
SBER,60,20200227,130000,247.4200000,247.8700000,246.5000000,246.5000000,3266610
SBER,60,20200227,140000,246.5700000,247.1000000,246.3000000,246.7000000,1939400
SBER,60,20200227,150000,246.7900000,246.9900000,245.7500000,245.8500000,4326190
